2,스포츠센터와 운동장 사이에 있습니다.
1,배드민턴장의 위치가 어디니? 
2,헐떡고개 중간에 있습니다.
1,테니스장의 위치가 어디니? 
2,종합운동장 맞은편에 있습니다.
1,운동장의 위치가 어디니? 
2,스포츠센터 옆 테니스장 맞은편에 있습니다.
1,bnc의 위치가 어디니? 
2,연세프라자 2층에 있습니다.
1,편의점의 위치가 어디니? 
2,미니스톱 백운관점 미니스톱 연대학생회관점 CU청연학사점 CU연세프라자점이 있습니다.
1,미니스톱 백운관점의 위치가 어디니? 
2,백운관 1층에 있습니다.
1,미니스톱 연대학생회관점의 위치가 어디니? 
2,학생회관 1층에 있습니다.
1,CU청연학사점의 위치가 어디니? 
2,청연학사 1층에 있습니다.
1,CU연세프라자점의 위치가 어디니? 
2,연세프라자 1층에 있습니다.
1,매지리의 위치가 어디니? 
2,흥업면에 있습니다.
1,키스로드의 위치가 어디니? 
2,호수를 따라 있습니다.
1,현운재의 위치가 어디니? 
2,세연3학사 뒤에 있습니다.
1,라돈하우스의 위치가 어디니? 
2,뒷산 어딘가에 있습니다.
